"","CASEID","Being happy when working hard","Cannot wait to leave work at the end of the day","Extra effort to get the job done without reward","Take pride in own work","Being happiest if never had to work again in life","Working drains energy from more important things","Best reward from working - Sense of accomplishment","Admiration for those who work hard","Income - Personal income group (before tax)"
"8534",16692,10,10,10,10,10,7,10,10,2
"8535",16693,8,3,9,7,3,3,7,10,1
"8536",16694,10,10,9,10,0,0,10,10,4
"8537",16696,10,10,9,10,10,9,9,10,4
"8538",16698,9,10,8,9,1,4,8,10,1
"8539",16700,7,0,9,9,3,5,9,9,1
"8540",16701,9,8,9,9,8,5,7,9,3
"8541",16702,8,7,7,9,8,2,8,9,4
"8542",16703,10,3,5,10,5,0,9,10,6
"8543",16704,10,5,10,10,0,0,10,10,2
"8544",16706,8,8,8,10,3,6,9,10,4
"8545",16707,5,7,8,9,9,5,5,8,3
"8546",16709,8,0,9,10,7,8,10,9,3
"8547",16710,8,8,9,10,10,5,7,10,3
"8548",16715,8,5,8,10,8,4,8,9,5
"8549",16717,8,6,8,10,8,7,10,10,1
"8550",16718,10,10,5,10,0,0,5,10,2
"8551",16719,10,3,10,10,0,3,9,6,6
"8552",16721,4,7,3,4,7,7,4,2,4
"8553",16726,8,8,8,10,5,7,8,8,2
"8554",16729,8,3,6,7,0,2,3,8,1
"8555",16732,10,7,8,10,2,5,8,10,2
"8556",16733,10,3,10,10,0,5,10,10,4
"8557",16735,8,0,9,9,8,5,9,9,1
"8558",16736,6,8,5,8,10,5,9,9,4
"8559",16737,8,5,8,10,2,5,6,10,1
"8560",16739,10,5,10,10,0,0,10,10,2
"8561",16741,10,10,10,10,10,1,10,10,3
"8562",16746,5,2,8,9,5,3,3,5,5
"8563",16747,10,7,10,10,3,4,10,9,3
"8564",16749,8,5,10,10,10,5,10,10,3
"8565",16752,8,6,9,8,10,10,8,9,2
"8566",16754,8,5,8,8,5,5,7,8,3
"8567",16755,5,7,8,10,8,4,5,5,3
"8568",16756,10,8,8,10,9,7,10,10,2
"8569",16757,10,7,8,10,6,5,5,10,1
"8570",16758,10,5,10,10,5,5,10,10,5
"8571",16759,10,4,8,10,0,4,7,9,3
"8572",16763,10,10,10,10,8,5,10,10,3
"8573",16764,10,2,10,10,5,0,8,10,5
"8574",16765,10,7,8,8,10,8,10,8,2
"8575",16769,8,5,5,8,8,7,9,9,2
"8576",16770,7,3,10,10,10,2,10,10,4
"8577",16771,10,7,10,10,3,5,7,8,1
"8578",16772,5,6,8,9,5,5,9,10,1
"8579",16774,7,0,10,10,7,0,10,10,4
"8580",16775,7,6,10,10,10,8,10,10,2
"8581",16786,5,10,5,8,10,10,8,8,3
"8582",16788,8,5,10,10,2,2,10,10,2
"8583",16790,7,8,7,10,10,7,5,8,3
"8584",16792,10,1,10,10,0,3,10,10,2
"8585",16793,9,8,9,10,10,5,10,10,3
"8586",16796,8,8,10,10,2,8,10,10,6
"8587",16800,7,7,7,7,7,7,7,7,2
"8588",16809,7,9,9,9,5,6,9,9,3
"8589",16811,10,10,10,10,10,6,10,10,3
"8590",16814,10,5,10,6,5,5,8,10,1
"8591",16815,8,8,8,10,3,3,7,9,2
"8592",16817,10,4,9,10,4,5,4,10,3
"8593",16818,5,10,2,10,10,5,5,5,3
"8594",16819,5,5,8,8,10,5,5,5,3
"8595",16822,8,9,9,8,2,5,7,8,2
"8596",16823,10,1,10,10,5,1,10,10,1
"8597",16826,8,2,6,10,7,2,8,8,4
"8598",16829,10,7,10,8,6,6,6,8,2
"8599",16832,8,7,9,10,2,1,10,9,3
"8600",16834,7,3,10,10,10,5,9,8,6
"8601",16840,10,5,10,10,3,3,10,10,2
"8602",16843,10,5,10,10,10,5,10,10,4
"8603",16844,8,5,9,10,1,6,9,9,6
"8604",16845,7,8,10,10,10,4,8,9,4
"8605",16847,10,4,10,10,0,0,10,10,3
"8606",16848,9,7,8,9,2,3,8,8,2
"8607",16852,5,5,10,8,10,10,8,10,2
"8608",16854,10,7,10,10,5,0,10,10,2
"8609",16855,5,5,7,10,5,5,5,10,1
"8610",16859,10,6,9,10,10,7,7,10,4
"8611",16862,6,5,7,9,5,4,8,9,3
"8612",16863,8,2,8,10,3,4,10,10,1
"8613",16864,10,1,10,10,1,7,10,10,2
"8614",16867,10,3,10,10,3,3,5,10,4
"8615",16869,6,6,7,8,4,4,6,8,6
"8616",16871,8,2,9,10,7,4,7,7,1
"8617",16873,10,3,9,10,2,2,7,10,3
"8618",16874,9,6,9,9,10,7,8,9,2
"8619",16877,10,10,9,10,10,6,8,10,1
"8620",16878,8,7,6,9,4,2,8,8,4
"8621",16884,5,9,7,7,10,10,10,3,1
"8622",16885,10,0,10,10,0,0,10,10,2
"8623",16886,8,8,8,8,5,3,8,7,4
"8624",16888,10,0,2,10,5,0,10,10,2
"8625",16891,8,0,6,10,0,5,2,9,1
"8626",16894,10,7,10,7,3,5,6,10,2
"8627",16895,10,6,9,9,3,8,9,9,4
"8628",16899,7,2,10,10,4,3,8,8,4
"8629",16902,10,1,10,10,2,1,10,10,3
"8630",16903,10,7,10,10,5,7,8,10,3
"8631",16905,9,5,7,10,4,6,9,9,2
"8632",16907,8,2,8,10,3,0,9,9,2
"8633",16908,8,6,8,10,3,7,7,8,4
"8634",16910,10,8,9,10,3,6,7,9,3
"8635",16911,10,3,10,10,2,3,10,10,5
"8636",16914,5,8,10,10,3,6,10,10,1
"8637",16916,9,5,10,10,5,8,9,10,2
"8638",16917,6,9,5,5,5,7,8,8,1
"8639",16918,8,8,7,8,10,8,5,10,3
"8640",16920,10,6,10,10,2,2,8,10,1
"8641",16921,10,10,9,10,5,0,10,10,2
"8642",16924,10,9,7,10,3,4,10,10,3
"8643",16925,10,7,10,10,10,2,9,10,3
"8644",16926,10,5,0,9,0,5,5,10,1
"8645",16928,10,6,10,10,10,3,10,10,4
"8646",16932,7,3,8,10,2,3,7,7,2
"8647",16934,9,5,10,10,2,1,9,9,2
"8648",16935,6,3,8,8,8,3,5,7,5
"8649",16936,10,6,8,9,0,3,9,9,1
"8650",16937,5,2,10,10,5,4,8,10,3
"8651",16938,8,5,4,10,10,7,7,8,4
"8652",16939,8,5,8,10,4,4,8,10,6
"8653",16940,6,8,10,10,8,9,7,7,3
"8654",16941,7,7,8,8,4,4,7,8,4
"8655",16945,9,7,10,10,10,2,10,10,1
"8656",16947,10,6,8,8,4,7,10,10,2
"8657",16950,5,6,10,10,10,8,10,10,2
"8658",16953,7,7,3,8,10,1,5,5,2
"8659",16955,8,5,8,9,10,5,5,8,3
"8660",16956,5,10,5,5,5,5,7,10,2
"8661",16958,8,3,8,8,4,3,7,8,6
"8662",16961,9,5,8,10,10,5,8,10,3
"8663",16966,10,7,10,10,0,10,10,10,2
"8664",16967,5,5,10,9,4,7,6,9,6
"8665",16968,10,1,10,10,1,3,10,10,6
"8666",16971,10,0,10,10,0,0,10,10,4
"8667",16972,10,0,10,10,0,0,10,10,2
"8668",16974,8,7,5,9,2,4,10,10,1
"8669",16976,8,8,9,10,7,7,9,10,3
"8670",16980,0,0,9,10,5,5,8,8,2
"8671",16981,8,3,10,10,2,2,5,7,6
"8672",16984,10,8,10,10,8,8,8,10,2
"8673",16985,7,6,10,10,4,9,7,10,2
"8674",16986,9,9,8,9,5,4,9,9,2
"8675",16987,10,3,8,10,5,3,10,10,3
"8676",16988,8,10,10,10,10,7,10,10,2
"8677",16989,10,0,6,10,10,5,8,10,2
"8678",16991,8,8,10,10,0,0,5,10,2
"8679",16992,10,1,10,10,0,1,10,10,1
"8680",16993,9,0,10,10,0,2,10,10,2
"8681",16998,10,8,9,10,3,6,9,10,4
"8682",16999,8,10,8,8,3,5,7,6,6
"8683",17000,8,8,7,9,3,3,8,8,6
"8684",17001,8,5,10,10,5,8,10,10,3
"8685",17004,8,2,8,9,1,8,8,9,6
"8686",17005,10,10,10,10,0,0,10,10,3
"8687",17008,10,0,10,10,0,0,10,10,3
"8688",17009,8,6,8,9,6,6,8,7,5
"8689",17010,7,9,8,8,10,8,7,8,2
"8690",17014,10,10,10,10,0,1,10,10,1
"8691",17018,8,7,9,9,5,7,8,10,6
"8692",17021,10,2,8,10,5,5,10,10,3
"8693",17022,10,5,6,10,0,8,6,5,3
"8694",17024,5,5,2,5,8,5,4,5,2
"8695",17028,9,6,10,10,0,5,6,9,4
"8696",17032,5,1,9,10,5,5,9,10,1
"8697",17035,5,5,5,10,10,5,10,10,4
"8698",17038,10,1,10,10,1,1,10,10,4
"8699",17039,8,10,8,10,5,3,10,10,2
"8700",17040,7,0,10,10,4,0,7,8,1
"8701",17041,8,8,7,8,4,6,6,9,3
"8702",17042,5,5,8,8,10,5,8,8,2
"8703",17046,2,8,3,8,10,7,7,0,6
"8704",17047,8,10,9,10,0,5,8,8,3
"8705",17049,10,5,10,10,10,0,10,10,4
"8706",17050,10,5,7,10,10,7,7,10,1
"8707",17051,10,7,10,10,10,0,10,10,6
"8708",17059,6,6,10,10,6,6,6,10,2
"8709",17060,9,5,10,10,1,1,9,10,5
"8710",17061,7,9,8,8,10,5,2,10,2
"8711",17064,10,0,10,10,0,5,10,10,3
"8712",17067,7,5,7,10,10,8,5,8,2
"8713",17070,8,5,8,9,7,4,8,8,2
"8714",17074,10,5,5,10,0,0,9,10,5
"8715",17076,7,8,4,7,7,2,4,5,4
"8716",17077,8,4,8,10,2,10,8,10,3
"8717",17078,7,7,7,7,7,3,7,7,1
"8718",17080,8,10,10,10,10,5,8,10,4
"8719",17083,10,10,5,10,10,5,10,10,2
"8720",17085,9,3,8,9,5,4,8,7,6
"8721",17088,10,7,10,10,1,5,9,10,1
"8722",17093,10,8,10,10,0,1,6,10,4
"8723",17095,10,8,10,10,5,8,10,10,2
"8724",17097,8,6,8,10,0,1,8,10,6
"8725",17098,10,1,10,10,1,1,10,10,2
"8726",17099,10,0,10,10,0,0,9,10,1
"8727",17102,10,5,10,10,0,0,10,7,3
"8728",17103,9,7,10,10,8,7,8,10,3
"8729",17106,7,7,8,9,10,10,7,7,1
"8730",17107,9,7,9,10,10,4,9,10,4
"8731",17108,9,0,9,9,4,3,8,8,2
"8732",17109,10,7,8,10,6,5,10,10,2
"8733",17110,9,7,7,10,7,4,7,10,1
"8734",17111,8,10,10,8,10,8,3,8,5
"8735",17112,9,5,9,9,2,4,7,9,3
"8736",17113,8,6,8,10,7,5,7,10,2
"8737",17115,10,4,9,10,5,2,10,10,3
"8738",17117,9,10,10,10,2,6,10,10,1
"8739",17119,6,1,10,9,3,0,8,7,2
"8740",17120,10,10,10,10,10,10,10,10,2
"8741",17121,6,4,7,7,5,5,5,6,4
"8742",17122,8,2,10,10,5,1,7,10,2
"8743",17123,8,9,9,10,3,2,8,10,2
"8744",17124,10,10,10,10,5,5,10,10,2
"8745",17125,10,10,10,10,7,4,9,10,1
"8746",17128,8,8,8,10,10,9,6,9,6
"8747",17130,8,8,9,10,4,5,8,10,2
"8748",17132,10,0,10,10,8,9,10,10,6
"8749",17136,7,3,5,10,7,7,7,10,6
"8750",17137,10,7,10,10,7,0,8,10,2
"8751",17139,10,10,10,10,10,7,8,10,3
"8752",17141,10,10,10,10,10,10,10,10,2
"8753",17142,10,5,10,10,5,1,10,10,3
"8754",17144,10,5,10,10,10,1,5,10,6
"8755",17146,8,5,7,10,3,6,6,8,1
"8756",17148,9,3,8,10,2,1,8,9,2
"8757",17150,9,5,9,9,1,5,5,9,1
"8758",17151,8,10,8,8,3,9,8,8,4
"8759",17152,10,1,10,10,2,2,10,5,2
"8760",17153,8,9,8,9,5,7,8,9,2
"8761",17157,0,10,0,10,10,10,0,0,4
"8762",17158,8,6,5,10,6,7,7,10,3
"8763",17159,6,6,5,10,5,5,5,6,1
"8764",17160,8,10,9,9,10,10,8,9,2
"8765",17161,10,10,10,10,0,7,5,10,4
"8766",17162,1,10,10,10,4,8,8,5,3
"8767",17163,10,3,7,10,1,4,6,10,1
"8768",17166,10,10,10,10,10,8,10,9,3
"8769",17168,10,10,10,10,10,10,10,10,6
"8770",17170,7,2,8,8,0,0,7,7,2
"8771",17173,10,0,10,10,0,8,8,10,1
"8772",17174,10,8,10,10,10,7,7,9,3
"8773",17175,8,0,10,10,5,7,10,10,2
"8774",17183,8,10,10,10,8,7,10,10,2
"8775",17184,0,5,10,8,2,3,6,6,4
"8776",17186,8,8,7,7,5,6,8,9,1
"8777",17189,10,0,10,10,10,8,10,10,3
"8778",17192,10,5,10,10,10,0,8,10,3
"8779",17195,9,5,10,10,4,0,8,10,5
"8780",17196,10,9,5,10,8,7,9,10,3
"8781",17199,8,7,8,8,7,7,7,9,3
"8782",17201,8,1,8,10,0,0,10,10,4
"8783",17202,10,10,10,10,10,10,10,10,2
"8784",17204,9,3,8,8,10,8,8,8,3
"8785",17205,10,7,10,10,6,4,8,10,4
"8786",17206,7,10,8,8,10,10,6,8,4
"8787",17208,8,7,10,10,10,8,10,10,1
"8788",17210,7,3,3,5,5,3,5,7,1
"8789",17212,10,10,10,10,0,8,10,10,1
"8790",17214,9,6,8,9,0,5,9,9,3
"8791",17222,8,7,9,10,5,6,9,9,1
"8792",17223,10,5,10,10,0,0,10,10,2
"8793",17228,10,0,10,10,0,0,10,10,4
"8794",17230,1,10,10,5,10,10,10,10,2
"8795",17233,6,3,6,10,3,5,10,10,1
"8796",17235,9,3,9,9,2,3,9,9,1
"8797",17237,10,0,6,10,6,0,10,10,1
"8798",17238,10,0,10,10,0,0,10,10,6
"8799",17239,8,3,8,8,10,8,6,8,1
"8800",17241,8,10,10,10,5,0,7,10,4
"8801",17243,8,4,7,8,0,3,7,8,1
"8802",17244,8,6,8,8,10,7,3,8,2
"8803",17246,8,7,7,9,10,5,7,8,2
"8804",17247,8,4,8,9,4,6,7,9,4
"8805",17248,8,0,8,10,5,3,9,10,2
"8806",17250,9,9,7,9,8,10,4,9,1
"8807",17252,10,0,10,9,3,9,9,10,4
"8808",17253,10,10,8,10,3,1,8,10,2
"8809",17257,9,1,2,10,5,4,9,10,2
"8810",17258,0,10,0,0,10,10,0,0,2
"8811",17261,10,5,10,10,10,8,10,10,1
"8812",17265,8,2,8,10,2,2,8,8,5
"8813",17268,10,10,10,10,10,10,10,10,2
"8814",17269,9,5,10,9,10,9,9,10,6
"8815",17271,8,6,7,10,2,4,7,10,2
"8816",17272,9,9,9,10,9,5,9,9,3
"8817",17273,7,0,9,10,5,5,8,8,4
"8818",17274,8,0,10,10,0,0,10,10,2
"8819",17275,8,9,10,10,5,5,8,10,2
"8820",17276,9,4,9,10,3,0,10,5,1
"8821",17278,10,9,10,10,7,8,10,10,3
"8822",17281,7,0,7,7,7,7,7,7,1
"8823",17282,9,3,10,10,5,6,8,10,3
"8824",17283,8,0,10,10,3,0,10,10,4
"8825",17287,7,6,7,9,8,5,8,9,2
"8826",17288,7,5,10,10,5,5,10,8,2
"8827",17289,7,10,8,10,10,10,10,10,6
"8828",17290,8,8,10,8,2,2,7,10,2
"8829",17291,7,5,8,10,2,5,7,7,2
"8830",17294,10,5,9,10,10,5,9,10,1
"8831",17295,7,5,10,10,5,9,10,8,3
"8832",17296,10,8,10,10,4,7,8,10,5
"8833",17297,10,5,10,10,1,7,10,10,5
"8834",17302,8,10,9,9,10,5,5,9,2
"8835",17303,7,7,6,6,8,8,6,7,3
"8836",17304,5,0,10,10,5,5,10,7,3
"8837",17305,10,10,5,10,10,10,10,10,2
"8838",17306,9,2,8,10,1,1,9,9,4
"8839",17307,10,1,10,10,0,8,10,10,3
"8840",17308,8,1,10,10,0,2,9,8,4
"8841",17309,7,5,8,8,10,7,4,7,1
"8842",17310,8,6,8,8,10,7,5,8,2
"8843",17313,10,0,10,10,5,0,10,10,3
"8844",17320,8,5,9,10,3,4,9,9,1
"8845",17324,8,10,10,10,7,5,8,10,1
"8846",17326,8,10,8,10,10,10,5,5,2
"8847",17327,5,10,8,10,10,5,8,7,1
"8848",17328,10,1,10,10,0,0,10,10,4
"8849",17329,8,5,7,7,1,3,7,8,1
"8850",17332,3,10,3,8,10,8,5,10,3
"8851",17333,8,3,10,10,0,3,8,7,5
"8852",17336,10,10,10,10,10,0,10,10,2
"8853",17339,10,0,10,10,5,0,10,10,1
"8854",17340,9,5,9,10,10,6,8,10,2
"8855",17342,10,5,10,10,10,7,10,10,3
"8856",17343,10,4,10,10,0,3,10,10,1
"8857",17344,7,4,7,8,0,1,6,5,2
"8858",17345,7,8,8,7,9,8,4,8,1
"8859",17346,7,10,9,3,10,10,7,8,1
"8860",17349,8,2,5,7,0,0,10,10,3
"8861",17353,7,3,7,5,2,4,8,8,3
"8862",17357,10,10,8,10,10,8,10,10,4
"8863",17358,10,10,10,10,10,3,10,10,2
"8864",17361,7,6,7,7,7,7,8,8,4
"8865",17363,10,5,10,10,3,5,7,5,1
"8866",17364,7,5,8,10,5,7,8,10,1
"8867",17365,10,6,8,9,3,6,8,10,1
"8868",17367,8,5,9,9,7,7,8,10,3
"8869",17370,10,1,8,10,0,1,10,10,3
"8870",17373,10,5,10,10,3,1,7,8,6
"8871",17375,5,0,10,10,2,2,6,10,3
"8872",17376,10,9,9,10,10,9,10,10,3
"8873",17377,7,7,7,7,7,7,9,9,3
"8874",17379,5,7,7,7,8,7,6,3,2
"8875",17380,7,8,5,10,3,5,5,10,3
"8876",17381,10,10,10,10,1,10,5,10,1
"8877",17383,5,6,8,9,1,5,8,9,1
"8878",17384,8,8,7,5,10,10,5,7,2
"8879",17386,10,4,10,10,5,2,10,10,6
"8880",17389,10,0,10,10,0,5,6,8,2
"8881",17390,9,7,8,10,1,0,3,8,6
"8882",17391,10,0,10,10,0,0,10,10,5
"8883",17393,9,5,8,10,0,7,10,10,1
"8884",17395,7,10,10,5,5,5,10,10,2
"8885",17397,10,10,10,10,0,0,10,10,3
"8886",17398,10,0,10,10,0,3,9,10,3
"8887",17401,10,0,10,10,3,0,7,10,6
"8888",17403,5,5,10,10,5,5,10,10,2
"8889",17404,7,8,9,9,3,3,9,10,3
"8890",17405,8,3,6,8,2,2,8,9,1
"8891",17406,10,5,10,10,10,4,10,10,3
"8892",17408,10,0,10,10,0,1,10,10,3
"8893",17410,10,3,6,10,5,5,10,10,2
"8894",17413,8,7,6,7,6,6,8,8,3
"8895",17414,10,5,10,10,0,1,10,10,2
"8896",17418,7,7,6,7,3,6,5,7,1
"8897",17419,10,0,9,10,0,0,10,8,3
"8898",17421,9,7,10,9,7,6,10,9,4
"8899",17424,7,10,9,10,10,8,7,9,3
"8900",17425,9,2,8,9,5,5,7,8,6
"8901",17426,7,8,2,10,5,8,5,9,1
"8902",17427,5,10,0,8,10,6,10,10,2
"8903",17429,8,6,7,8,2,6,5,7,4
"8904",17430,9,2,10,10,0,2,10,10,2
"8905",17431,8,3,10,10,0,0,10,10,2
"8906",17432,3,10,8,8,7,8,9,10,3
"8907",17437,10,0,10,10,0,0,10,10,4
"8908",17439,8,8,9,10,7,7,8,10,3
"8909",17440,8,6,8,8,7,7,8,8,6
"8910",17441,8,5,8,10,7,0,7,7,4
"8911",17443,8,7,9,9,10,5,10,9,4
"8912",17445,10,3,9,10,2,3,8,10,3
"8913",17447,2,5,2,10,0,5,10,10,3
"8914",17448,10,1,8,10,0,3,8,8,6
"8915",17449,10,0,10,10,2,2,10,5,2
"8916",17450,7,0,10,10,5,0,7,10,6
"8917",17455,8,8,10,10,0,7,7,9,4
"8918",17456,10,0,10,10,0,10,10,10,2
"8919",17457,10,1,8,8,7,1,5,10,3
"8920",17459,8,2,10,9,2,2,9,9,4
"8921",17461,9,4,8,9,3,6,7,8,6
"8922",17463,8,8,8,8,0,5,7,8,2
"8923",17468,7,5,7,9,4,4,8,8,5
"8924",17471,10,10,10,10,10,8,10,10,3
"8925",17473,8,8,9,10,5,3,6,8,2
"8926",17475,10,2,10,10,7,7,9,9,5
"8927",17477,5,10,6,6,10,5,4,7,3
"8928",17480,10,4,9,10,3,8,7,10,1
"8929",17482,10,3,6,10,7,2,10,10,3
"8930",17483,10,8,10,10,8,5,10,10,6
"8931",17487,10,4,10,10,8,5,9,9,3
"8932",17488,6,5,10,10,0,2,9,10,4
"8933",17490,9,8,8,10,0,5,8,9,1
"8934",17491,10,8,10,10,8,4,8,10,2
"8935",17492,8,3,8,9,5,5,9,8,2
"8936",17493,7,5,7,7,8,6,7,7,4
"8937",17494,8,6,3,10,10,7,7,8,4
"8938",17495,10,8,10,10,9,3,10,10,3
"8939",17496,9,4,9,9,9,8,8,9,4
"8940",17498,10,1,10,10,0,4,10,10,2
"8941",17500,6,3,8,9,2,2,9,9,5
"8942",17504,8,5,8,10,2,7,8,9,4
"8943",17505,3,7,10,10,10,7,9,9,3
"8944",17506,8,10,7,8,10,7,8,8,3
"8945",17507,9,3,9,9,1,2,6,6,2
"8946",17508,8,7,10,10,8,3,10,10,6
"8947",17509,8,8,8,5,0,10,10,9,1
"8948",17512,8,2,8,10,10,5,8,10,3
"8949",17517,10,5,10,10,5,3,10,10,6
"8950",17518,10,0,10,10,0,4,10,10,3
"8951",17519,10,5,10,10,0,5,10,10,3
"8952",17524,10,10,10,10,10,8,9,10,3
"8953",17526,10,8,8,10,10,7,9,10,3
"8954",17527,10,8,7,9,6,3,8,8,3
"8955",17528,9,9,10,10,0,0,10,10,4
"8956",17529,8,8,10,8,10,9,4,7,2
"8957",17530,6,6,10,10,7,7,9,9,1
"8958",17531,10,5,10,10,0,5,10,10,6
"8959",17532,10,0,0,10,0,0,10,10,4
"8960",17533,8,6,7,10,0,7,10,10,3
"8961",17534,8,0,10,10,0,0,10,10,5
"8962",17535,8,3,8,10,7,7,8,10,6
"8963",17536,9,0,10,10,0,0,10,10,1
"8964",17538,10,5,9,10,0,0,8,10,4
"8965",17539,8,5,9,9,5,5,8,9,3
"8966",17540,8,5,8,10,5,5,8,8,1
"8967",17541,9,4,9,9,9,3,9,9,2
"8968",17542,7,6,9,10,5,5,7,7,4
"8969",17545,10,3,10,10,0,0,10,10,6
"8970",17547,5,8,8,10,5,7,8,8,4
"8971",17550,10,10,10,10,10,10,10,5,3
"8972",17551,10,3,10,10,10,3,10,10,2
"8973",17554,10,5,10,10,4,5,9,10,3
"8974",17558,5,5,10,10,5,1,8,10,3
"8975",17559,5,10,10,10,10,10,5,5,2
"8976",17560,9,4,5,9,6,5,6,9,5
"8977",17561,7,3,5,8,5,5,7,7,1
"8978",17565,10,8,8,10,3,3,7,8,2
"8979",17566,8,2,10,10,0,5,7,10,5
"8980",17572,7,7,8,8,2,2,9,9,3
"8981",17574,9,1,7,10,0,4,9,9,3
"8982",17578,7,0,7,7,0,0,7,5,3
"8983",17579,10,10,7,9,2,2,6,10,2
"8984",17580,5,10,0,10,6,7,10,10,1
"8985",17582,10,5,10,10,4,6,8,10,3
"8986",17583,7,9,7,7,10,7,6,6,4
"8987",17586,8,7,10,8,6,6,8,9,2
"8988",17587,10,4,10,9,2,5,9,8,6
"8989",17590,10,5,9,10,8,5,10,10,4
"8990",17591,8,5,7,9,0,2,10,10,3
"8991",17592,10,10,8,10,10,10,10,10,6
"8992",17595,8,5,9,9,9,7,10,10,1
"8993",17596,8,8,5,10,10,8,10,10,6
"8994",17598,10,10,8,10,10,7,7,10,3
"8995",17600,9,2,8,10,7,6,8,8,2
"8996",17601,6,5,10,10,2,10,10,10,3
"8997",17603,6,8,7,5,3,3,8,8,1
"8998",17605,8,5,10,10,5,8,10,10,1
"8999",17606,8,10,10,10,10,6,7,8,3
"9000",17607,9,5,8,10,9,5,9,9,1
"9001",17608,8,8,10,10,9,6,7,10,1
"9002",17609,7,8,8,8,9,7,9,7,4
"9003",17611,10,0,10,10,0,0,10,10,3
"9004",17613,8,2,8,9,5,7,6,10,4
"9005",17614,9,8,9,10,10,6,7,10,2
"9006",17615,8,10,10,8,5,2,6,9,3
"9007",17616,7,1,8,9,2,4,6,7,4
"9008",17619,10,0,10,10,0,6,10,10,2
"9009",17620,8,4,9,10,8,4,3,8,3
"9010",17621,10,4,10,10,0,0,10,10,5
"9011",17622,5,5,5,10,5,5,7,10,6
"9012",17625,9,6,9,9,3,3,5,9,2
"9013",17627,10,10,10,10,0,7,10,10,2
"9014",17628,7,5,5,8,3,2,8,10,1
"9015",17630,10,0,10,10,0,1,10,10,6
"9016",17632,10,0,10,10,0,6,10,10,2
"9017",17634,10,0,10,10,5,0,10,10,5
"9018",17638,8,3,9,9,5,6,9,9,1
"9019",17640,10,0,10,10,0,0,10,10,5
"9020",17641,9,2,9,10,1,2,8,10,1
"9021",17642,10,10,9,10,10,4,8,10,5
"9022",17643,10,7,5,10,2,5,7,9,3
"9023",17644,10,2,8,10,2,2,10,10,2
"9024",17645,9,5,9,9,5,5,10,10,2
"9025",17646,10,5,10,10,1,7,10,10,4
"9026",17647,10,8,10,10,5,8,10,10,2
"9027",17651,10,0,10,10,0,0,10,10,1
"9028",17652,10,7,8,8,8,3,8,10,4
"9029",17653,8,10,10,10,5,10,10,10,3
"9030",17656,10,5,10,10,0,0,10,10,3
"9031",17659,10,5,9,10,6,6,10,8,1
"9032",17660,10,0,8,10,10,8,10,10,1
"9033",17662,5,5,5,10,5,5,10,10,4
"9034",17665,7,5,10,10,1,5,8,10,6
"9035",17668,10,0,10,10,0,0,10,10,4
"9036",17670,10,4,9,10,3,2,8,9,5
"9037",17671,10,5,8,10,3,2,8,10,6
"9038",17672,10,4,10,10,3,0,10,10,2
"9039",17673,8,7,8,9,6,5,8,9,4
"9040",17675,8,3,9,10,2,5,7,7,2
"9041",17676,10,5,10,10,1,1,10,10,2
"9042",17678,7,7,10,10,5,7,8,8,3
"9043",17680,7,10,10,10,10,0,10,8,3
"9044",17684,10,10,7,10,3,6,8,10,1
"9045",17687,10,2,10,10,0,0,10,10,6
"9046",17689,5,1,10,10,0,0,0,10,3
"9047",17692,10,4,9,10,0,0,10,10,4
"9048",17693,10,0,10,10,0,0,10,10,4
"9049",17694,8,3,10,10,4,3,7,7,5
"9050",17695,8,1,9,10,2,1,8,7,6
"9051",17696,4,7,8,10,5,7,6,6,3
"9052",17697,8,2,8,8,2,2,8,8,4
"9053",17698,8,2,8,10,2,2,8,9,2
"9054",17700,10,1,10,10,4,4,10,10,1
"9055",17701,5,10,1,10,10,5,10,10,4
"9056",17703,7,7,9,7,8,6,8,8,2
"9057",17705,10,8,8,10,0,5,7,10,4
"9058",17706,8,5,10,10,5,3,9,10,1
"9059",17707,8,3,10,10,10,5,5,10,2
"9060",17708,10,3,10,10,2,0,10,10,3
"9061",17711,6,6,8,10,7,5,7,7,2
"9062",17713,6,10,9,10,9,10,8,10,1
"9063",17714,8,6,10,10,3,7,7,10,3
"9064",17715,8,10,10,10,10,8,10,10,3
"9065",17717,8,10,10,10,8,7,10,10,1
"9066",17719,10,3,10,10,5,3,10,10,2
"9067",17720,8,6,7,8,5,4,6,9,2
"9068",17721,7,7,10,10,0,0,10,10,1
"9069",17723,10,8,10,10,0,10,10,10,3
"9070",17725,10,5,7,10,5,5,7,7,2
"9071",17726,10,5,10,10,0,0,10,10,4
"9072",17727,10,7,10,10,7,2,9,10,4
"9073",17728,8,2,8,9,2,5,8,8,4
"9074",17734,10,0,10,10,0,0,10,10,1
"9075",17736,10,8,10,10,7,5,10,10,1
"9076",17739,8,5,8,10,5,2,9,7,2
"9077",17743,4,5,5,6,0,3,6,10,5
"9078",17744,10,8,10,10,5,5,10,10,3
"9079",17745,10,6,8,10,6,2,7,10,2
"9080",17746,10,7,9,10,0,5,7,10,3
"9081",17750,5,8,5,10,10,5,8,10,4
"9082",17751,9,2,10,10,0,2,9,9,4
"9083",17753,9,5,9,10,10,8,10,9,2
"9084",17754,8,0,9,9,0,3,9,8,6
"9085",17756,7,5,9,10,8,5,10,10,6
"9086",17757,10,5,10,10,0,8,10,10,1
"9087",17758,10,4,10,10,1,4,10,10,1
"9088",17760,10,6,6,10,5,5,10,10,4
